date,close,volume,ticker,SMA 3,SMA 5,SMA 7,SMA 14,SMA 21,SMA 42,WMA 3,WMA 5,WMA 7,WMA 14,WMA 21,WMA 42,DEMA 3,DEMA 5,DEMA 7,DEMA 14,DEMA 21,DEMA 42,KAMA 3,KAMA 5,KAMA 7,KAMA 14,KAMA 21,KAMA 42,RSI 3,RSI 5,RSI 7,RSI 14,RSI 21,RSI 42,ADX 3,ADX 5,ADX 7,ADX 14,ADX 21,ADX 42,MOM 3,MOM 5,MOM 7,MOM 14,MOM 21,MOM 42,CCI 3,CCI 5,CCI 7,CCI 14,CCI 21,CCI 42,BOP 3,BOP 5,BOP 7,BOP 14,BOP 21,BOP 42,CMO 3,CMO 5,CMO 7,CMO 14,CMO 21,CMO 42,ROCR 3,ROCR 5,ROCR 7,ROCR 14,ROCR 21,ROCR 42,Aroon Down 3,Aroon Up 3,Aroon Down 5,Aroon Up 5,Aroon Down 7,Aroon Up 7,Aroon Down 14,Aroon Up 14,Aroon Up 21,Aroon Down 21,Aroon Up 42,Aroon Down 42,DX 3,DX 5,DX 7,DX 14,DX 21,DX 42,MINUS_DI 3,MINUS_DI 5,MINUS_DI 7,MINUS_DI 14,MINUS_DI 21,MINUS_DI 42,PLUS_DI 3,PLUS_DI 5,PLUS_DI 7,PLUS_DI 14,PLUS_DI 21,PLUS_DI 42,MINUS_DM 3,MINUS_DM 5,MINUS_DM 7,MINUS_DM 14,MINUS_DM 21,MINUS_DM 42,PLUS_DM 3,PLUS_DM 5,PLUS_DM 7,PLUS_DM 14,PLUS_DM 21,PLUS_DM 42,Real Middle Band 3,Real Lower Band 3,Real Upper Band 3,Real Middle Band 5,Real Lower Band 5,Real Upper Band 5,Real Lower Band 7,Real Upper Band 7,Real Middle Band 7,Real Upper Band 14,Real Lower Band 14,Real Middle Band 14,Real Middle Band 21,Real Lower Band 21,Real Upper Band 21,Real Middle Band 42,Real Lower Band 42,Real Upper Band 42,NATR 3,NATR 5,NATR 7,NATR 14,NATR 21,NATR 42,FAMA,MAMA,MACD,MACD_Hist,MACD_Signal,SlowD,SlowK,PPO,ULTOSC,SAR,Chaikin A/D,OBV
2012-01-12,28.25,729300.0,TSLA,28.0333,27.652,27.5843,27.9436,28.049,30.3988,28.1383,27.896,27.7468,27.8422,27.9022,29.153,28.2487,28.0518,27.8713,27.4175,27.4412,28.7564,27.9752,27.679,27.712,28.3623,28.1156,30.4672,78.7733,63.3849,54.7046,45.6665,46.0258,48.7674,47.1557,36.9347,41.7331,33.6112,23.5448,11.6068,1.0,1.13,0.17,0.68,-2.16,-3.08,84.5113,102.5873,105.7532,38.2037,17.0929,-62.6677,-0.2822,-0.2822,-0.2822,-0.2822,-0.2822,-0.2822,57.5466,26.7699,9.4091,-8.6669,-7.9485,-2.4653,1.0367,1.0417,1.0061,1.0247,0.929,0.9017,0.0,100.0,40.0,100.0,57.1429,0.0,0.0,50.0,4.7619,33.3333,38.0952,66.6667,41.6832,7.1748,9.6727,22.1622,17.3919,6.2198,11.2586,17.5572,20.9191,24.218,23.5946,21.8282,27.3532,20.2714,17.2291,15.4309,16.6034,19.2718,0.3264,0.9067,1.5775,4.0581,6.2765,12.2412,0.793,1.0469,1.2992,2.5857,4.4167,10.8076,28.0333,27.4486,28.6181,27.652,26.5919,28.7121,26.6106,28.558,27.5843,29.0552,26.8319,27.9436,28.049,26.8663,29.2318,30.3988,25.2883,35.5093,3.421,3.6562,3.8133,4.2368,4.484,4.7265,18.7323,27.1844,-0.7175,0.1058,-0.8233,59.049,79.1288,-3.1218,50.4157,29.1364,10677939.8878,8248400.0
2012-01-13,22.79,5500400.0,TSLA,26.4233,26.828,26.8814,27.5879,27.7319,30.1405,25.5167,26.2753,26.5482,27.155,27.4241,28.7991,24.2067,25.1611,25.648,26.1867,26.5476,28.1997,26.4515,26.7778,26.6961,27.5843,27.2988,29.841,7.7883,12.3247,15.3279,23.6856,30.1689,39.8854,58.8079,44.5684,45.8873,35.3271,24.5756,11.8954,-4.83,-4.12,-4.92,-4.98,-6.66,-10.85,-100.0,-159.2004,-215.5859,-278.1663,-342.3692,-156.1183,-0.9573,-0.9573,-0.9573,-0.9573,-0.9573,-0.9573,-84.4234,-75.3506,-69.3441,-52.6289,-39.6622,-20.2292,0.8251,0.8469,0.8224,0.8207,0.7739,0.6775,100.0,66.6667,100.0,80.0,100.0,0.0,100.0,42.8571,0.0,100.0,35.7143,100.0,82.1124,75.1033,70.8126,57.6329,45.1898,23.7283,69.0712,58.9539,52.8836,41.7059,35.7196,28.24,6.7844,8.3822,9.0364,11.2093,13.4844,17.4084,5.3826,5.8904,6.5171,8.9332,11.1426,17.1148,0.5287,0.8375,1.1136,2.401,4.2064,10.5503,26.4233,21.285,31.5617,26.828,22.7196,30.9364,23.4033,30.3596,26.8814,30.4705,24.7053,27.5879,27.7319,25.3048,30.159,30.1405,24.6302,35.6508,11.398,8.7683,7.7249,6.7133,6.518,6.3316,18.7743,27.1404,-1.0802,-0.2055,-0.8747,67.1195,60.3571,-3.2329,33.4205,28.95,5459130.3314,2748000.0
2012-01-17,26.6,4651600.0,TSLA,25.88,26.698,26.8071,27.495,27.64,29.9829,25.605,26.1993,26.4779,27.0233,27.3212,28.6344,25.6995,25.7296,25.8857,26.1502,26.4393,28.0281,26.4558,26.7759,26.6952,27.5694,27.2849,29.7294,52.5469,48.5066,46.6127,43.9571,44.2434,46.8102,66.5761,50.6754,49.4481,36.9203,25.5572,12.1772,-1.63,-0.65,-0.52,-1.3,-1.93,-6.62,12.2051,-15.7658,-20.7421,-71.7639,-99.3375,-91.8077,-0.0215,-0.0215,-0.0215,-0.0215,-0.0215,-0.0215,5.0937,-2.9869,-6.7747,-12.0858,-11.5131,-6.3796,0.9423,0.9761,0.9808,0.9534,0.9324,0.8007,66.6667,33.3333,80.0,60.0,85.7143,71.4286,92.8571,35.7143,0.0,95.2381,33.3333,97.619,82.1124,75.1033,70.8126,57.6329,45.1898,23.7283,36.8222,37.5686,36.9622,33.9413,30.9757,26.2232,3.6168,5.3416,6.3159,9.1224,11.6935,16.1652,3.5884,4.7123,5.5861,8.2951,10.612,16.7073,0.3525,0.67,0.9545,2.2295,4.0061,10.2991,25.88,21.3071,30.4529,26.698,22.6102,30.7858,23.3304,30.2839,26.8071,30.4149,24.5751,27.495,27.64,25.1946,30.0854,29.9829,24.4552,35.5105,12.2121,9.431,8.1165,6.5627,6.133,5.7028,18.8161,27.135,-1.0481,-0.1387,-0.9094,63.5985,51.3097,-2.7941,45.3953,28.62,2708184.0949,7399600.0
2012-01-18,26.81,1260200.0,TSLA,25.4,26.536,26.7929,27.3693,27.5538,29.8133,26.07,26.2367,26.4786,26.932,27.2458,28.4868,26.4554,26.1956,26.1559,26.183,26.3876,27.8881,26.4644,26.7763,26.6958,27.5531,27.2761,29.6165,54.3777,49.9302,47.8517,44.827,44.8863,47.1539,72.0971,55.7394,52.6158,38.4486,26.5217,12.4632,-1.44,-0.81,-0.1,-1.76,-1.81,-7.12,45.0523,-13.8684,-26.2803,-70.9286,-99.2453,-92.0947,0.1905,0.1905,0.1905,0.1905,0.1905,0.1905,8.7554,-0.1396,-4.2967,-10.3459,-10.2274,-5.6922,0.949,0.9707,0.9963,0.9384,0.9368,0.7902,33.3333,0.0,60.0,40.0,71.4286,57.1429,85.7143,28.5714,52.381,90.4762,30.9524,95.2381,83.1392,75.9953,71.6225,58.3154,45.8126,24.1884,35.8122,36.8495,36.4258,33.7106,30.87,26.2149,3.2971,5.0261,6.023,8.876,11.472,16.0031,2.5523,3.9298,4.9481,7.8626,10.2667,16.4695,0.235,0.536,0.8182,2.0702,3.8153,10.0539,25.4,21.7049,29.0951,26.536,22.5441,30.5279,23.3171,30.2687,26.7929,30.2444,24.4941,27.3693,27.5538,25.1252,29.9825,29.8133,24.3439,35.2828,8.8609,7.9557,7.2382,6.2141,5.9071,5.5794,18.8577,27.1318,-0.9943,-0.0679,-0.9264,52.6069,46.1538,-2.8208,46.7513,28.5,3688339.6504,8659800.0
2012-01-19,26.76,1246300.0,TSLA,26.7233,26.242,26.7229,27.2443,27.4948,29.6186,26.75,26.3113,26.4704,26.8508,27.1736,28.3448,26.6955,26.4432,26.3269,26.2064,26.3396,27.7539,26.59,26.7759,26.6963,27.5362,27.2692,29.477,53.6386,49.5227,47.5452,44.6493,44.7573,47.0797,56.4634,52.9615,51.6973,38.9032,27.0219,12.6473,3.97,-1.47,-0.49,-1.75,-1.24,-8.18,100.0,30.1424,4.7564,-32.5918,-54.4232,-78.3489,-0.3805,-0.3805,-0.3805,-0.3805,-0.3805,-0.3805,7.2772,-0.9546,-4.9097,-10.7014,-10.4854,-5.8406,1.1742,0.9479,0.982,0.9386,0.9557,0.7659,0.0,0.0,40.0,20.0,57.1429,42.8571,78.5714,21.4286,47.619,85.7143,28.5714,92.8571,25.1958,41.8498,46.1859,44.8128,37.0259,20.1961,28.9313,32.5397,33.2034,32.0389,29.8066,25.7407,17.2864,13.3394,12.2229,12.2098,13.6985,17.0904,1.7015,3.1439,4.2412,7.301,9.7778,16.0774,1.0167,1.2888,1.5613,2.7824,4.4937,10.6745,26.7233,26.5442,26.9025,26.242,22.5904,29.8936,23.267,30.1787,26.7229,30.0618,24.4268,27.2443,27.4948,25.0521,29.9374,29.6186,24.3131,34.924,7.3259,7.221,6.819,6.0826,5.8374,5.5573,18.8991,27.1281,-0.9448,-0.0147,-0.93,55.2489,68.2832,-2.7849,42.9315,28.0898,2772915.7566,7413500.0
2012-01-20,26.6,662300.0,TSLA,26.7233,25.912,26.5771,27.0921,27.44,29.45,26.6883,26.4307,26.4396,26.7649,27.0923,28.2044,26.6516,26.4996,26.3801,26.194,26.2757,27.6153,26.5901,26.771,26.6948,27.5109,27.2609,29.3563,50.3534,47.9572,46.4348,44.0475,44.3292,46.8381,48.6304,51.3894,51.2214,39.4117,27.5439,12.8422,0.0,-1.65,-1.02,-2.13,-1.15,-7.08,-46.0526,30.3089,-16.2776,-54.946,-80.7597,-86.488,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.7069,-4.0856,-7.1305,-11.9049,-11.3416,-6.3238,1.0,0.9416,0.9631,0.9259,0.9586,0.7898,33.3333,66.6667,20.0,0.0,42.8571,28.5714,71.4286,14.2857,42.8571,80.9524,26.1905,90.4762,32.9644,45.1009,48.366,46.0234,37.9841,20.8327,29.7368,32.7169,33.2967,32.1206,29.9045,25.8309,14.9922,12.3785,11.5878,11.8732,13.4403,16.9239,1.3443,2.7251,3.8453,6.9895,9.5222,15.9046,0.6778,1.031,1.3382,2.5836,4.2797,10.4204,26.7233,26.5442,26.9025,25.912,22.7855,29.0385,23.1998,29.9545,26.5771,29.8002,24.3841,27.0921,27.44,24.9713,29.9087,29.45,24.2221,34.6779,5.6652,6.2626,6.2023,5.8432,5.7003,5.5113,18.9402,27.1228,-0.908,0.0177,-0.9256,61.0574,68.7352,-2.7157,42.4268,27.74,2552149.09,6751200.0
2012-01-23,26.77,594600.0,TSLA,26.71,26.708,26.3686,26.9643,27.3862,29.3112,26.7117,26.7167,26.4879,26.7219,27.0313,28.0798,26.7553,26.6302,26.4982,26.2341,26.255,27.5024,26.593,26.7706,26.6966,27.4946,27.2548,29.2691,54.7685,50.0542,47.9419,44.8973,44.917,47.1334,37.4346,48.236,49.8569,39.6433,27.9378,13.0091,-0.04,3.98,-1.46,-1.79,-1.13,-5.83,2.9586,34.15,18.1537,-29.3565,-56.8014,-78.1635,-0.0656,-0.0656,-0.0656,-0.0656,-0.0656,-0.0656,9.5371,0.1083,-4.1163,-10.2054,-10.166,-5.7332,0.9985,1.1746,0.9483,0.9373,0.9595,0.8212,0.0,33.3333,0.0,0.0,28.5714,14.2857,64.2857,7.1429,38.0952,76.1905,23.8095,88.0952,15.0432,35.6228,41.67,42.6534,35.8143,19.8533,24.7312,29.9731,31.364,31.1793,29.3148,25.5714,18.2635,14.2276,12.9135,12.5341,13.8541,17.0997,0.8962,2.1801,3.296,6.4903,9.0687,15.5259,0.6618,1.0348,1.3571,2.6091,4.2859,10.3823,26.71,26.5542,26.8658,26.708,26.5285,26.8875,23.2553,29.4819,26.3686,29.5493,24.3793,26.9643,27.3862,24.9107,29.8617,29.3112,24.1157,34.5066,4.5124,5.434,5.608,5.5542,5.5029,5.4002,18.9811,27.1193,-0.8552,0.0563,-0.9115,64.7142,57.1241,-2.636,39.8769,27.74,2288965.4834,7345800.0
2012-01-24,27.42,858000.0,TSLA,26.93,26.872,26.25,26.9171,27.379,29.2079,27.0667,26.954,26.7507,26.7827,27.0344,27.9918,27.2724,27.065,26.866,26.4356,26.355,27.4573,26.7757,26.9097,26.7057,27.4939,27.2556,29.2253,70.0462,58.1194,53.7469,48.1404,47.1569,48.2591,31.8882,41.5225,46.5538,39.3214,28.0824,13.12,0.66,0.82,-0.83,-0.66,-0.15,-4.34,100.0,109.257,77.8718,14.9093,-27.4077,-65.9387,0.637,0.637,0.637,0.637,0.637,0.637,40.0925,16.2388,7.4939,-3.7191,-5.6862,-3.4818,1.0247,1.0308,0.9706,0.9765,0.9946,0.8634,33.3333,0.0,20.0,40.0,14.2857,0.0,57.1429,0.0,33.3333,71.4286,21.4286,85.7143,20.7954,14.6681,26.7351,35.1364,30.9743,17.6667,16.3425,24.7074,27.5685,29.2995,28.1308,25.0473,24.9241,18.3864,15.9372,14.0634,14.8254,17.526,0.5975,1.7441,2.8251,6.0267,8.6369,15.1562,0.9112,1.2979,1.6332,2.8927,4.5518,10.6051,26.93,26.2233,27.6367,26.872,26.3056,27.4384,23.3785,29.1215,26.25,29.4424,24.3918,26.9171,27.379,24.9048,29.8533,29.2079,24.0388,34.377,4.4445,5.1487,5.339,5.3582,5.332,5.2543,19.0218,27.1223,-0.7523,0.1274,-0.8797,62.0642,60.3332,-2.3939,42.5499,22.64,2787188.0461,8203800.0
2012-01-25,27.97,611200.0,TSLA,27.3867,27.104,26.99,26.9357,27.3886,29.1102,27.5867,27.32,27.1807,26.923,27.0881,27.9342,27.851,27.6032,27.3481,26.7414,26.5419,27.4662,27.3065,27.1818,27.1941,27.4967,27.2594,29.1978,79.0343,64.229,58.3337,50.7802,48.9995,49.1967,34.7129,33.4131,42.2834,38.6526,28.0604,13.192,1.37,1.16,5.18,0.26,0.2,-4.1,100.0,143.4391,170.1023,81.274,17.8337,-48.4298,0.7292,0.7292,0.7292,0.7292,0.7292,0.7292,58.0686,28.4579,16.6673,1.5604,-2.0009,-1.6065,1.0515,1.0433,1.2273,1.0094,1.0072,0.8722,0.0,100.0,0.0,100.0,0.0,0.0,50.0,0.0,28.5714,66.6667,19.0476,83.3333,40.3622,0.9754,16.6608,29.9583,27.6214,16.1426,11.7246,21.1175,24.8523,27.8973,27.2365,24.6468,27.5947,20.7095,17.7538,15.0354,15.4468,17.7955,0.3983,1.3953,2.4215,5.5962,8.2256,14.7954,0.9375,1.3683,1.7299,3.0161,4.665,10.6826,27.3867,26.4057,28.3676,27.104,26.0711,28.1369,26.0389,27.9411,26.99,29.4877,24.3837,26.9357,27.3886,24.9069,29.8703,29.1102,24.0066,34.2139,4.0488,4.7244,4.9766,5.1228,5.1417,5.1101,19.0623,27.1307,-0.6192,0.2084,-0.8276,62.59,70.3128,-1.9835,60.3116,22.6904,3347454.7128,8815000.0
2012-01-26,28.94,1271100.0,TSLA,28.11,27.54,27.3243,27.0657,27.4381,29.0505,28.3633,27.932,27.6682,27.1903,27.2292,27.9263,28.753,28.422,28.0826,27.2343,26.8765,27.5636,28.0325,27.793,27.7714,27.5271,27.2773,29.1944,88.3122,72.9335,65.3946,55.1192,52.093,50.8073,49.2804,34.9214,38.9648,36.5082,27.3505,13.098,2.17,2.18,2.34,1.82,1.04,-2.51,100.0,142.9054,185.4943,173.5606,111.9783,-8.8525,0.5506,0.5506,0.5506,0.5506,0.5506,0.5506,76.6244,45.8671,30.7891,10.2383,4.1859,1.6147,1.0811,1.0815,1.088,1.0671,1.0373,0.9202,33.3333,100.0,20.0,100.0,14.2857,100.0,42.8571,100.0,100.0,61.9048,16.6667,80.9524,78.4154,40.9548,19.0538,8.6317,13.1512,9.2464,6.8531,16.187,20.8358,25.6779,25.7928,23.9877,56.6465,38.6421,30.6447,21.5973,19.7971,19.9272,0.2655,1.1162,2.0756,5.1965,7.8339,14.4431,2.195,2.6646,3.0528,4.3707,6.0129,11.9982,28.11,26.8532,29.3668,27.54,25.8345,29.2455,25.7294,28.9192,27.3243,29.8195,24.3119,27.0657,27.4381,24.8773,29.9989,29.0505,23.9993,34.1016,4.4631,4.7655,4.9174,4.9948,4.9976,4.9537,19.1028,27.1488,-0.4305,0.3177,-0.7482,71.9835,85.3044,-1.6003,54.4314,22.7968,3588802.814,10086100.0
2012-01-27,29.33,748400.0,TSLA,28.7467,28.086,27.6843,27.2386,27.4743,28.995,28.9733,28.5287,28.1696,27.4922,27.4012,27.9393,29.3177,29.0602,28.7199,27.7319,27.2378,27.6904,28.6092,28.4761,28.2969,27.5795,27.2952,29.196,90.7744,75.883,67.9428,56.7693,53.2891,51.4414,59.5578,36.6505,36.4773,34.3967,26.6177,12.9923,1.91,2.73,2.52,2.42,0.76,-2.33,69.2884,96.7825,129.2452,155.9267,130.881,4.9584,0.6803,0.6803,0.6803,0.6803,0.6803,0.6803,81.5488,51.766,35.8856,13.5386,6.5781,2.8828,1.0697,1.1026,1.094,1.0899,1.0266,0.9264,0.0,100.0,0.0,100.0,0.0,100.0,35.7143,100.0,100.0,57.1429,14.2857,78.5714,80.1127,43.5669,21.5523,6.9463,11.9626,8.6571,4.6548,13.2555,18.2309,24.1125,24.749,23.4999,42.1566,33.7222,28.2482,20.9802,19.4604,19.7553,0.177,0.893,1.7791,4.8253,7.4609,14.0992,1.6033,2.2717,2.7566,4.1985,5.8666,11.8525,28.7467,27.6031,29.8903,28.086,26.1959,29.9761,25.6415,29.7271,27.6843,30.2255,24.2516,27.2386,27.4743,24.8304,30.1182,28.995,24.0089,33.9811,4.3224,4.5936,4.7531,4.8735,4.8944,4.8704,19.1431,27.1706,-0.2467,0.4012,-0.6479,81.3724,88.5,-1.3002,54.4837,23.0003,3858717.5681,10834500.0
2012-01-30,29.57,729000.0,TSLA,29.28,28.646,28.0857,27.4043,27.5248,28.9238,29.385,29.0233,28.6411,27.803,27.5917,27.966,29.642,29.5071,29.2215,28.1938,27.5954,27.8311,29.0362,28.9623,28.763,27.6348,27.32,29.202,92.2763,77.7482,69.5525,57.7976,54.0307,51.8328,66.4094,38.0338,34.3452,32.4359,25.9198,12.8891,1.6,2.8,2.81,2.32,1.06,-2.99,60.7481,68.1005,88.0185,128.6737,127.7461,10.184,0.074,0.074,0.074,0.074,0.074,0.074,84.5526,55.4965,39.105,15.5952,8.0614,3.6655,1.0572,1.1046,1.105,1.0851,1.0372,0.9082,0.0,66.6667,20.0,80.0,14.2857,85.7143,28.5714,92.8571,95.2381,52.381,11.9048,76.1905,80.1127,43.5669,21.5523,6.9463,11.9626,8.6571,3.2634,11.0408,16.1445,22.7869,23.8509,23.0741,29.5557,28.0881,25.0154,19.8268,18.7542,19.3973,0.118,0.7144,1.5249,4.4806,7.1056,13.7635,1.0689,1.8174,2.3628,3.8986,5.5872,11.5703,29.28,28.7608,29.7992,28.646,27.0045,30.2875,25.8336,30.3378,28.0857,30.6237,24.1848,27.4043,27.5248,24.7657,30.2838,28.9238,24.0595,33.7881,4.0768,4.3762,4.5633,4.7498,4.7976,4.8029,19.1834,27.1946,-0.0806,0.4538,-0.5344,87.2027,87.8038,-1.1255,62.101,23.2691,4533767.5219,11563500.0
2012-01-31,29.07,956400.0,TSLA,29.3233,28.976,28.4386,27.5079,27.541,28.86,29.28,29.1647,28.8871,28.0251,27.7322,27.9728,29.33,29.435,29.3067,28.4408,27.8204,27.9174,29.0368,28.9831,28.8377,27.6583,27.3304,29.2001,61.1608,64.7142,61.9872,54.8694,52.2172,50.9563,73.1658,40.9628,33.6918,30.2506,25.0886,12.7481,0.13,1.65,2.47,1.45,0.34,-2.68,100.0,65.275,70.4897,109.9504,128.8076,16.4372,-0.7345,-0.7345,-0.7345,-0.7345,-0.7345,-0.7345,22.3216,29.4285,23.9745,9.7387,4.4344,1.9126,1.0045,1.0602,1.0929,1.0525,1.0118,0.9156,0.0,100.0,0.0,100.0,0.0,100.0,21.4286,100.0,100.0,47.619,9.5238,73.8095,86.6785,52.6789,29.7714,1.8416,8.4633,6.9702,2.222,9.0624,14.1671,21.4588,22.9374,22.6348,31.1378,29.2394,26.1786,20.6827,19.3578,19.685,0.0787,0.5715,1.3071,4.1606,6.7672,13.4358,1.1026,1.8439,2.4153,4.0101,5.7111,11.6849,29.3233,28.915,29.7317,28.976,27.8804,30.0716,26.4723,30.4049,28.4386,30.8397,24.176,27.5079,27.541,24.75,30.3319,28.86,24.076,33.644,4.0603,4.3386,4.534,4.764,4.8328,4.8618,19.2235,27.2134,0.0104,0.4359,-0.4255,86.7692,84.0039,-1.0847,58.71,23.5271,3915916.1944,10607100.0
2012-02-01,29.58,523200.0,TSLA,29.4067,29.298,28.84,27.6043,27.5895,28.7848,29.4083,29.366,29.1725,28.3014,27.9175,28.0063,29.5695,29.6457,29.563,28.7644,28.1052,28.0446,29.0554,29.0965,29.0297,27.6878,27.3535,29.2066,74.379,70.9282,66.3436,57.2486,53.8752,51.8078,77.6701,43.306,33.1317,28.2214,24.2969,12.6106,0.25,1.61,2.81,1.35,1.02,-3.16,100.0,100.36,67.5702,100.3139,128.3574,25.4338,0.7286,0.7286,0.7286,0.7286,0.7286,0.7286,48.7581,41.8564,32.6872,14.4972,7.7505,3.6155,1.0085,1.0576,1.105,1.0478,1.0357,0.9035,0.0,66.6667,0.0,80.0,14.2857,85.7143,14.2857,92.8571,95.2381,42.8571,7.1429,71.4286,86.6785,52.6789,29.7714,1.8416,8.4633,6.9702,1.7138,7.9582,13.0151,20.6557,22.3799,22.3646,24.0163,25.6767,24.0498,19.9087,18.8873,19.4501,0.0525,0.4572,1.1204,3.8634,6.445,13.1159,0.7351,1.4751,2.0703,3.7237,5.4392,11.4066,29.4067,28.9305,29.8829,29.298,28.7806,29.8154,27.2988,30.3812,28.84,31.0888,24.1198,27.6043,27.5895,24.6957,30.4833,28.7848,24.1501,33.4194,3.449,3.8843,4.1573,4.5165,4.636,4.7205,19.2636,27.2371,0.1224,0.4383,-0.3159,84.2583,80.9672,0.7058,61.1905,23.8508,4259733.3373,11130300.0
2012-02-02,30.25,805700.0,TSLA,29.6333,29.56,29.2443,27.7471,27.6929,28.7288,29.83,29.6833,29.525,28.6542,28.1594,28.0745,30.1345,30.1042,30.0013,29.1887,28.469,28.2245,29.1689,29.2867,29.3464,27.7443,27.4119,29.2199,84.6641,77.4496,71.3721,60.2159,55.9822,52.9081,83.7461,49.2776,35.6757,27.1176,23.2245,12.3566,0.68,1.31,2.83,2.0,2.17,-2.35,100.0,166.6667,148.7422,121.8857,163.9136,65.6267,0.4157,0.4157,0.4157,0.4157,0.4157,0.4157,69.3282,54.8991,42.7442,20.4317,11.9643,5.8161,1.023,1.0453,1.1032,1.0708,1.0773,0.9279,0.0,100.0,0.0,100.0,0.0,100.0,7.1429,100.0,100.0,38.0952,4.7619,69.0476,95.898,73.1638,50.9396,12.7689,1.777,1.945,1.0468,6.2035,11.0655,19.2173,21.3671,21.8681,49.9945,40.029,34.0442,24.8433,22.1402,21.0336,0.035,0.3658,0.9603,3.5874,6.1381,12.8036,1.67,2.3601,2.9545,4.6377,6.3602,12.3151,29.6333,28.6669,30.5997,29.56,28.7753,30.3447,27.9384,30.5502,29.2443,31.4809,24.0134,27.7471,27.6929,24.589,30.7967,28.7288,24.2249,33.2327,3.6809,3.8982,4.0984,4.408,4.5221,4.6084,19.3036,27.2672,0.2621,0.4624,-0.2003,79.5464,73.668,1.4712,58.4671,24.1582,4269212.1608,11936000.0
2012-02-03,31.15,764500.0,TSLA,30.3267,29.924,29.6986,28.3443,27.8567,28.6776,30.5883,30.2133,30.0014,29.1079,28.4737,28.1871,30.9796,30.8243,30.6572,29.7503,28.9406,28.4742,30.0494,29.6693,29.839,28.887,27.5381,29.2427,91.5218,83.6194,76.8035,63.846,58.6465,54.3425,88.1845,54.9729,38.685,26.4394,22.3736,12.065,2.08,1.82,3.18,8.36,3.44,-2.15,93.3382,120.2171,156.09,133.7921,171.2729,101.772,0.6852,0.6852,0.6852,0.6852,0.6852,0.6852,83.0436,67.2388,53.6069,27.6919,17.293,8.685,1.0716,1.0621,1.1137,1.3668,1.1241,0.9354,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,33.3333,2.381,66.6667,97.0614,77.7544,56.7409,17.6225,5.3551,0.1079,0.705,5.0477,9.6626,18.0902,20.5557,21.4625,47.2748,40.3341,35.0106,25.83,22.8818,21.4163,0.0233,0.2926,0.8231,3.3312,5.8458,12.4988,1.5634,2.3381,2.9824,4.7564,6.5073,12.4718,30.3267,29.0402,31.6131,29.924,28.4867,31.3613,28.2748,31.1224,29.6986,31.3112,25.3774,28.3443,27.8567,24.4211,31.2922,28.6776,24.3368,33.0185,3.5388,3.7218,3.9067,4.2225,4.3474,4.4512,19.3436,27.306,0.4404,0.5126,-0.0721,78.8899,82.0344,2.4051,62.8802,24.5615,4778878.8275,12700500.0
2012-02-06,31.8,652100.0,TSLA,31.0667,30.37,30.1071,28.7157,28.0795,28.6152,31.325,30.8387,30.5268,29.5687,28.8322,28.3323,31.721,31.5416,31.3413,30.3588,29.4615,28.7661,30.8274,30.1607,30.3504,29.7286,27.756,29.279,94.2886,86.864,80.0005,66.2417,60.4613,55.3487,91.4865,60.4774,42.1837,26.2247,21.7715,11.8296,2.22,2.23,2.86,5.2,4.68,-2.62,100.0,112.8344,134.018,142.0383,172.9792,143.7302,0.8235,0.8235,0.8235,0.8235,0.8235,0.8235,88.5771,73.728,60.0011,32.4835,20.9226,10.6975,1.0751,1.0754,1.0988,1.1955,1.1726,0.9239,0.0,100.0,0.0,100.0,0.0,100.0,7.1429,100.0,100.0,28.5714,0.0,64.2857,98.0904,82.4954,63.1758,23.4338,9.7287,2.1795,0.5088,4.2658,8.6551,17.2335,19.9302,21.1463,52.78,44.4738,38.3523,27.7824,24.226,22.0886,0.0155,0.2341,0.7055,3.0932,5.5674,12.2012,1.6122,2.4405,3.1264,4.9867,6.7674,12.7449,31.0667,29.7956,32.3377,30.37,28.3736,32.3664,28.2219,31.9924,30.1071,32.001,25.4304,28.7157,28.0795,24.2765,31.8825,28.6152,24.539,32.6915,3.2019,3.4512,3.662,4.0317,4.1831,4.3201,19.3837,27.351,0.627,0.5593,0.0677,81.2122,87.9343,3.4397,63.8511,25.0353,5277543.5334,13352600.0
