date,close,volume,ticker,SMA 3,SMA 5,SMA 7,SMA 14,SMA 21,SMA 42,WMA 3,WMA 5,WMA 7,WMA 14,WMA 21,WMA 42,DEMA 3,DEMA 5,DEMA 7,DEMA 14,DEMA 21,DEMA 42,KAMA 3,KAMA 5,KAMA 7,KAMA 14,KAMA 21,KAMA 42,RSI 3,RSI 5,RSI 7,RSI 14,RSI 21,RSI 42,ADX 3,ADX 5,ADX 7,ADX 14,ADX 21,ADX 42,MOM 3,MOM 5,MOM 7,MOM 14,MOM 21,MOM 42,CCI 3,CCI 5,CCI 7,CCI 14,CCI 21,CCI 42,BOP 3,BOP 5,BOP 7,BOP 14,BOP 21,BOP 42,CMO 3,CMO 5,CMO 7,CMO 14,CMO 21,CMO 42,ROCR 3,ROCR 5,ROCR 7,ROCR 14,ROCR 21,ROCR 42,Aroon Down 3,Aroon Up 3,Aroon Down 5,Aroon Up 5,Aroon Down 7,Aroon Up 7,Aroon Up 14,Aroon Down 14,Aroon Up 21,Aroon Down 21,Aroon Down 42,Aroon Up 42,DX 3,DX 5,DX 7,DX 14,DX 21,DX 42,MINUS_DI 3,MINUS_DI 5,MINUS_DI 7,MINUS_DI 14,MINUS_DI 21,MINUS_DI 42,PLUS_DI 3,PLUS_DI 5,PLUS_DI 7,PLUS_DI 14,PLUS_DI 21,PLUS_DI 42,MINUS_DM 3,MINUS_DM 5,MINUS_DM 7,MINUS_DM 14,MINUS_DM 21,MINUS_DM 42,PLUS_DM 3,PLUS_DM 5,PLUS_DM 7,PLUS_DM 14,PLUS_DM 21,PLUS_DM 42,Real Middle Band 3,Real Lower Band 3,Real Upper Band 3,Real Middle Band 5,Real Lower Band 5,Real Upper Band 5,Real Lower Band 7,Real Upper Band 7,Real Middle Band 7,Real Middle Band 14,Real Lower Band 14,Real Upper Band 14,Real Upper Band 21,Real Middle Band 21,Real Lower Band 21,Real Middle Band 42,Real Upper Band 42,Real Lower Band 42,NATR 3,NATR 5,NATR 7,NATR 14,NATR 21,NATR 42,FAMA,MAMA,MACD_Signal,MACD_Hist,MACD,SlowK,SlowD,PPO,ULTOSC,SAR,Chaikin A/D,OBV
2008-02-07,232.3,11631600.0,BIDU,238.5974,251.5325,256.7146,270.158,286.2853,333.2558,235.0654,243.7418,249.6693,262.5617,271.094,305.4588,230.3984,233.5016,236.5384,241.3503,248.6258,284.1671,245.9887,264.5809,270.8566,277.9903,279.0441,320.497,18.305,23.8806,26.5849,30.7296,34.0864,41.1736,57.1896,38.3023,35.8476,30.0842,23.2379,18.1994,-39.98,-47.65,-38.41,-32.69,-112.91,-160.58,-73.9486,-98.0838,-131.0764,-162.8439,-133.0043,-141.1322,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,-63.39,-52.2387,-46.8303,-38.5407,-31.8273,-17.6527,0.8532,0.8298,0.8581,0.8766,0.6729,0.5913,100.0,0.0,100.0,20.0,100.0,0.0,35.7143,100.0,0.0,100.0,100.0,35.7143,82.3005,61.1959,51.6664,40.5345,33.6003,19.2847,41.653,37.6955,36.2028,34.3188,32.6402,29.023,4.0441,9.0743,11.5372,14.5216,16.2222,19.6387,30.1579,47.0985,64.1649,118.8038,163.7277,263.6481,2.928,11.3378,20.4483,50.2704,81.3731,178.4005,238.5974,217.4494,259.7455,251.5325,215.8235,287.2414,220.6573,292.7719,256.7146,270.158,227.9418,312.3742,351.5368,286.2853,221.0339,333.2558,440.5726,225.9389,10.3892,10.7572,10.8996,10.6444,10.2826,9.3107,140.8729,265.2919,-24.1007,-3.2838,-27.3845,10.6458,22.5293,-10.3378,42.2467,291.1477,-27120734.1451,203552100.0
2008-02-08,233.91,7687600.0,BIDU,232.07,244.3965,253.0746,267.363,281.0382,329.5393,232.7217,237.8676,243.9682,257.7286,266.3326,300.8381,230.7863,230.6602,232.2065,236.0883,243.0419,278.4506,243.0312,256.7883,268.4204,276.1407,274.8804,314.6129,23.5065,26.2174,28.0801,31.4077,34.5213,41.3796,65.5599,42.881,38.1074,30.8306,23.7313,18.2253,-19.5823,-35.68,-25.48,-39.13,-110.19,-156.09,-30.0723,-61.0527,-82.6881,-126.6903,-121.856,-129.8912,-0.0249,-0.0249,-0.0249,-0.0249,-0.0249,-0.0249,-52.9871,-47.5652,-43.8398,-37.1845,-30.9575,-17.2409,0.9227,0.8677,0.9018,0.8567,0.6798,0.5998,66.6667,0.0,80.0,0.0,85.7143,28.5714,28.5714,92.8571,0.0,95.2381,97.619,33.3333,82.3005,61.1959,51.6664,40.5345,33.6003,19.2847,32.2673,33.0529,33.14,32.8826,31.7083,28.5706,3.1328,7.9567,10.5612,13.9139,15.7591,19.3326,20.1053,37.6788,54.9985,110.3179,155.9311,257.3708,1.952,9.0703,17.5271,46.6797,77.4981,174.1529,232.07,228.861,235.279,244.3965,211.8539,276.939,213.8291,292.3201,253.0746,267.363,221.2762,313.4498,344.5477,281.0382,217.5287,329.5393,439.5165,219.5622,8.8793,9.747,10.1356,10.2448,10.0113,9.1694,141.4934,264.9781,-24.8672,-3.0662,-27.9334,11.8657,15.052,-9.6333,42.468,284.3489,-27898254.9428,211239700.0
2008-02-11,246.712,7430300.0,BIDU,237.6407,239.2829,248.3263,265.466,276.6178,325.9539,240.0427,238.6395,242.3775,254.9752,263.2121,296.9856,241.2656,236.8707,235.4771,235.2835,240.5734,274.3204,244.6671,255.7207,265.8764,275.4507,272.973,310.3139,56.523,43.467,39.5091,36.7129,37.9401,43.0047,52.4733,41.7579,37.9877,31.094,24.02,18.2072,16.712,-25.568,-33.238,-26.558,-92.828,-150.588,100.0,20.2133,-30.9001,-78.403,-94.1846,-110.3239,0.5774,0.5774,0.5774,0.5774,0.5774,0.5774,13.0461,-13.0659,-20.9818,-26.5742,-24.1197,-13.9906,1.0727,0.9061,0.8813,0.9028,0.7266,0.621,33.3333,0.0,60.0,0.0,71.4286,14.2857,21.4286,85.7143,9.5238,90.4762,95.2381,30.9524,26.3001,37.2657,37.2693,34.5183,29.7937,17.4665,24.0254,28.5861,30.1225,31.4443,30.772,28.115,14.0195,13.0646,13.7657,15.3066,16.6448,19.754,13.4035,30.1431,47.1416,102.438,148.5058,251.2429,7.8213,13.7762,21.5433,49.8654,80.3278,176.5264,237.6407,224.7447,250.5366,239.2829,220.9329,257.6328,215.7622,280.8905,248.3263,265.466,218.3335,312.5986,336.0134,276.6178,217.2222,325.9539,436.6771,215.2307,7.5377,8.5481,9.062,9.4319,9.3149,8.6241,142.1099,264.7954,-25.2985,-1.7253,-27.0239,28.231,16.9142,-9.8328,38.0285,278.23,-22313422.2498,218670000.0
2008-02-12,245.43,10608500.0,BIDU,242.0173,237.6704,244.8749,263.6967,272.6264,322.7884,243.9373,240.6885,241.6535,252.3037,260.3768,293.2403,244.2856,240.0122,237.4582,234.5631,238.3616,270.3892,244.9135,255.3816,264.0902,274.7933,271.2928,306.7018,53.0815,42.2312,38.789,36.4092,37.733,42.8827,49.8495,35.2907,33.2719,30.2479,23.8208,18.0733,13.13,-8.0623,-24.16,-24.77,-83.82,-132.9501,91.5817,125.7532,19.6378,-49.1276,-69.5128,-95.3958,-0.2445,-0.2445,-0.2445,-0.2445,-0.2445,-0.2445,6.163,-15.5377,-22.4221,-27.1816,-24.534,-14.2345,1.0565,0.9682,0.9104,0.9083,0.7454,0.6486,0.0,100.0,40.0,0.0,57.1429,0.0,14.2857,78.5714,4.7619,85.7143,92.8571,28.5714,44.602,9.4215,4.977,19.2481,19.8357,12.584,14.3793,22.0612,25.3985,29.0484,29.1876,27.3333,37.5334,26.6505,22.9902,19.6709,19.5251,21.223,8.9357,24.1145,40.4071,95.121,141.4341,245.2609,23.3242,29.131,36.5756,64.4136,94.6126,190.4334,242.0173,230.5042,253.5305,237.6704,223.7053,251.6355,217.3213,272.4285,244.8749,263.6967,215.5589,311.8345,328.4989,272.6264,216.7539,322.7884,434.9282,210.6487,8.44,8.9074,9.2603,9.5301,9.4018,8.7048,142.7224,264.6018,-25.46,-0.6456,-26.1056,40.5821,26.893,-10.0062,34.5437,272.723,-29426857.32,208061500.0
2008-02-13,261.09,13827700.0,BIDU,251.0773,243.8884,243.2763,260.4032,268.8497,319.743,253.4737,248.4951,245.7072,251.9561,259.3281,290.3706,257.0717,250.7103,245.922,238.1128,239.3099,268.1841,251.0271,257.5815,264.0197,273.9976,270.7322,304.3373,77.823,59.7189,51.4107,42.6499,41.8083,44.8401,41.7896,28.5699,29.8651,29.5856,23.6852,17.9584,27.18,31.09,-11.19,-46.11,-79.31,-127.91,73.7628,92.34,74.9568,-32.505,-55.4277,-87.1626,0.8052,0.8052,0.8052,0.8052,0.8052,0.8052,55.6459,19.4379,2.8214,-14.7002,-16.3835,-10.3197,1.1162,1.1352,0.9589,0.8499,0.767,0.6712,0.0,66.6667,20.0,80.0,42.8571,0.0,7.1429,71.4286,0.0,80.9524,90.4762,26.1905,25.6697,1.6869,9.4244,20.9765,20.9746,13.2448,14.074,20.232,23.6295,27.9178,28.4168,26.9667,23.7947,20.9263,19.5592,18.2363,18.5629,20.6588,9.1971,22.5316,37.8746,91.5667,137.9392,242.6614,15.5495,23.3048,31.3506,59.8126,90.1073,185.8992,251.0773,236.8786,265.276,243.8884,223.1018,264.675,221.5955,264.9572,243.2763,260.4032,218.7489,302.0574,315.9149,268.8497,221.7846,319.743,431.4714,208.0145,8.343,8.5308,8.7701,8.973,8.8533,8.206,143.3316,264.5667,-25.1358,1.2965,-23.8394,64.0675,44.2936,-9.8783,39.9262,267.7667,-16651264.9287,221889200.0
2008-02-14,264.5,15782500.0,BIDU,257.0067,250.3284,244.8489,257.9053,266.2926,316.8263,260.185,255.3656,251.0131,252.5024,258.9326,287.8012,263.8303,258.5128,253.1228,242.0362,240.8655,266.4738,255.7298,260.2604,264.0343,273.6096,270.5124,302.4036,81.0815,62.7853,53.8293,43.94,42.6662,45.2586,49.4934,29.7726,27.9585,27.9686,23.1053,17.7323,17.788,32.2,11.0077,-34.97,-53.7,-122.5,100.0,134.5573,149.5873,39.0307,5.565,-64.8801,-0.457,-0.457,-0.457,-0.457,-0.457,-0.457,62.163,25.5706,7.6586,-12.1199,-14.6676,-9.4828,1.0721,1.1386,1.0434,0.8832,0.8312,0.6835,0.0,100.0,0.0,100.0,28.5714,100.0,0.0,64.2857,0.0,76.1905,88.0952,23.8095,64.9009,34.5834,16.5192,6.9468,11.5072,8.464,9.5274,16.4041,20.5238,26.1338,27.1938,26.3433,44.7612,33.7486,28.6463,22.7387,21.5812,22.2318,6.1314,18.0252,32.464,85.0262,131.3706,236.8837,28.8063,37.0838,45.3119,73.9803,104.2564,199.9131,257.0067,240.3997,273.6136,250.3284,227.9985,272.6583,219.1988,270.4989,244.8489,257.9053,222.1443,293.6663,307.87,266.2926,224.7152,316.8263,427.7724,205.8801,8.1103,8.3087,8.5432,8.7861,8.6973,8.0945,143.9378,264.566,-24.4127,2.8925,-21.5202,69.8254,58.1583,-9.0621,41.41,223.16,-25070116.54,237671700.0
2008-02-15,259.1,6609100.0,BIDU,261.5633,255.3664,249.006,255.6039,264.664,313.6403,261.2317,258.2895,254.5759,252.6617,258.2788,285.1163,261.6374,259.6459,255.5218,244.0384,241.4092,264.424,256.2715,260.017,262.9108,273.0657,270.258,300.0145,60.104,54.5633,49.2959,42.3166,41.6453,44.7084,45.8789,28.2872,25.2916,26.6598,22.6343,17.534,13.67,25.19,29.1,-32.22,-34.2,-133.81,-10.3099,42.9722,68.6329,14.1577,-23.308,-72.6556,-0.1404,-0.1404,-0.1404,-0.1404,-0.1404,-0.1404,20.2081,9.1267,-1.4082,-15.3668,-16.7094,-10.5832,1.0557,1.1077,1.1265,0.8894,0.8834,0.6594,33.3333,66.6667,0.0,80.0,14.2857,85.7143,0.0,57.1429,28.5714,71.4286,85.7143,21.4286,38.65,22.3456,9.2897,9.6455,13.2127,9.401,16.1354,19.2801,22.1798,26.73,27.5675,26.5504,36.4658,30.376,26.7226,22.0271,21.1329,21.9874,8.4975,18.8301,32.2362,83.3628,129.5248,235.6535,19.2042,29.6671,38.8388,68.696,99.2918,195.1532,261.5633,257.1037,266.0229,255.3664,239.7779,270.9549,224.9465,273.0655,249.006,255.6039,224.9598,286.248,304.5262,264.664,224.8019,313.6403,423.3422,203.9385,6.7752,7.5389,8.0135,8.5976,8.6351,8.1562,144.5406,264.5113,-23.5079,3.6192,-19.8887,69.7505,67.8811,-7.9941,46.6474,223.7328,-26451608.6567,231062600.0
2008-02-19,246.75,7408400.0,BIDU,256.7833,255.374,251.0703,253.8925,263.7954,311.0391,253.825,255.4173,254.0119,251.4811,256.6502,282.0051,251.1923,253.2277,251.6918,242.7364,239.8614,261.4268,254.145,259.9608,262.0544,272.3397,269.9582,297.6378,31.8423,39.7006,40.2511,38.787,39.3823,43.4703,34.697,23.4657,22.6913,25.9007,22.3797,17.394,-14.34,0.038,14.45,-23.96,-18.24,-109.25,-94.6749,-53.3475,6.2114,-15.4847,-50.4869,-78.639,-0.7781,-0.7781,-0.7781,-0.7781,-0.7781,-0.7781,-36.3155,-20.5988,-19.4978,-22.426,-21.2353,-13.0594,0.9451,1.0002,1.0622,0.9115,0.9312,0.6931,0.0,33.3333,0.0,60.0,0.0,71.4286,0.0,50.0,23.8095,66.6667,83.3333,19.0476,12.3333,4.1797,7.0899,16.0324,17.2891,11.6572,28.6406,25.7263,26.1477,28.2741,28.5531,27.0967,22.3516,23.662,22.6855,20.4608,20.1353,21.4388,16.4051,25.8042,38.3711,88.1484,134.097,240.7828,12.8028,23.7336,33.2904,63.7891,94.5637,190.5067,256.7833,241.9248,271.6419,255.374,239.8023,270.9457,230.9396,271.2009,251.0703,253.8925,224.1512,283.6337,304.3797,263.7954,223.2112,311.0391,421.7761,200.3022,7.7378,8.1299,8.496,9.0248,9.0634,8.5744,145.1396,264.3337,-22.6801,3.3112,-19.369,47.2449,62.2736,-7.8044,43.2888,224.2999,-32356273.88,223654200.0
2008-02-20,247.2,7983200.0,BIDU,251.0167,255.728,252.9689,253.0217,262.565,308.0446,249.0333,252.6927,253.0444,250.5888,255.1415,279.0358,247.8079,249.9054,249.4254,241.9417,238.7172,258.7111,251.3279,259.8501,261.3332,271.9747,269.5404,294.7354,33.55,40.4395,40.7135,38.9867,39.5081,43.5287,37.223,23.5006,22.3368,25.5965,22.3119,17.3067,-17.3,1.77,13.29,-12.19,-25.84,-125.77,-100.0,-117.0875,-99.9841,-58.4946,-81.1478,-86.5698,0.4833,0.4833,0.4833,0.4833,0.4833,0.4833,-32.8999,-19.1209,-18.573,-22.0266,-20.9838,-12.9427,0.9346,1.0072,1.0568,0.953,0.9054,0.6628,100.0,0.0,100.0,40.0,0.0,57.1429,14.2857,42.8571,19.0476,61.9048,80.9524,16.6667,42.275,23.6404,20.2098,21.6419,20.9551,13.7268,38.9165,31.9869,30.3483,30.1122,29.7554,27.7533,15.7895,19.7549,20.1439,19.3974,19.4453,21.0536,21.0367,30.7433,42.9895,91.9521,137.8115,245.1499,8.5352,18.9869,28.5346,59.2328,90.0606,185.9708,251.0167,239.5792,262.4541,255.728,241.0202,270.4358,237.7665,268.1713,252.9689,253.0217,223.2615,282.782,303.5186,262.565,221.6113,308.0446,418.7228,197.3664,7.2891,7.7761,8.1862,8.8235,8.9218,8.5079,145.7347,264.1624,-21.8851,3.18,-18.7052,33.2344,50.0766,-7.417,46.4446,224.8613,-27461722.1472,231637400.0
2008-02-21,242.7,5501300.0,BIDU,245.55,252.05,252.3957,250.361,261.1093,304.8951,244.875,248.35,250.4771,249.2126,253.3356,275.9965,243.4349,245.6282,246.0427,240.3183,237.0608,255.8084,247.8452,255.7554,261.062,270.0049,268.9615,291.5376,24.3851,35.0678,37.3418,37.6635,38.6658,43.073,35.637,22.6532,21.6335,25.2246,22.2088,17.2121,-16.4,-18.39,-4.012,-37.25,-30.57,-132.28,-42.9146,-75.0787,-94.8217,-46.0927,-71.0623,-82.1953,-0.6156,-0.6156,-0.6156,-0.6156,-0.6156,-0.6156,-51.2298,-29.8645,-25.3164,-24.673,-22.6684,-13.8539,0.9367,0.9296,0.9837,0.8669,0.8881,0.6472,66.6667,33.3333,80.0,20.0,85.7143,42.8571,7.1429,35.7143,14.2857,57.1429,78.5714,14.2857,32.465,19.2636,17.4136,20.3899,20.1468,13.3336,29.2315,27.6874,27.6311,28.8955,28.9712,27.3742,14.9031,18.7432,19.4352,19.1077,19.2551,20.9331,14.0245,24.5947,36.8482,85.3841,131.249,239.313,7.1501,16.6495,25.9182,56.4619,87.232,183.003,245.55,241.5028,249.5972,252.05,235.4671,268.6329,236.0346,268.7568,252.3957,250.361,224.2724,276.4496,302.607,261.1093,219.6115,304.8951,415.3032,194.487,6.5894,7.3201,7.8496,8.6966,8.8888,8.5764,146.3258,263.9477,-21.1743,2.8434,-18.3309,22.099,34.1928,-7.0353,40.5713,225.4171,-30281483.9562,226136100.0
2008-02-22,244.39,5110400.0,BIDU,244.7633,248.028,252.2471,248.561,259.8802,301.6627,244.295,245.7967,248.4757,248.4164,251.8157,273.1823,243.4254,244.3408,244.6704,239.5619,236.0317,253.2945,247.5771,252.1785,260.9582,268.9062,268.5172,288.4899,34.4694,38.8792,39.5358,38.5076,39.1771,43.3014,38.6653,23.3744,21.6793,25.0113,22.1669,17.1353,-2.36,-20.11,-1.04,-25.2,-25.81,-135.76,-100.0,-69.7876,-89.4986,-51.6064,-73.989,-82.3946,0.1641,0.1641,0.1641,0.1641,0.1641,0.1641,-31.0612,-22.2417,-20.9285,-22.9848,-21.6457,-13.3973,0.9904,0.924,0.9958,0.9065,0.9045,0.6429,33.3333,0.0,60.0,0.0,71.4286,28.5714,0.0,28.5714,9.5238,52.381,76.1905,11.9048,44.7218,26.2589,21.9542,22.2378,21.3302,13.9867,30.0317,28.2831,28.0232,29.0239,29.0522,27.4333,11.471,16.5187,17.9337,18.4637,18.8373,20.701,12.4797,22.8057,34.7141,82.4152,128.1291,236.7451,4.7668,13.3196,22.2156,52.4289,83.0781,178.6458,244.7633,241.0514,248.4753,248.028,236.4857,259.5703,235.619,268.8753,252.2471,248.561,224.6404,272.4817,301.7553,259.8802,218.0051,301.6627,411.0128,192.3126,5.6678,6.5988,7.2411,8.2993,8.5934,8.4075,146.9129,263.7522,-20.4782,2.7843,-17.6939,25.5958,26.9764,-6.3196,46.3286,225.9673,-27136211.6469,231246500.0
2008-02-25,241.01,7044200.0,BIDU,242.7,244.41,249.3786,246.3275,256.7283,298.3427,242.4183,243.4573,245.6664,247.4096,250.1002,270.3613,241.1292,241.8963,242.4022,238.2384,234.6637,250.6828,246.2236,248.7821,256.8772,267.2954,266.423,285.3293,24.6194,33.9039,36.5496,37.4163,38.5031,42.9485,42.8855,24.7066,22.064,24.8815,22.1559,17.0682,-6.19,-18.09,-20.08,-31.27,-66.19,-139.44,-96.1596,-95.0654,-77.9922,-57.4067,-77.0617,-82.6406,0.0707,0.0707,0.0707,0.0707,0.0707,0.0707,-50.7612,-32.1921,-26.9008,-25.1673,-22.9939,-14.1031,0.975,0.9302,0.9231,0.8852,0.7845,0.6335,0.0,33.3333,40.0,20.0,57.1429,14.2857,0.0,21.4286,4.7619,47.619,73.8095,9.5238,51.3259,30.0355,24.372,23.1947,21.9356,14.3163,26.2737,26.6165,26.9771,28.5438,28.7461,27.2977,8.451,14.3208,16.4042,17.7956,18.4035,20.4605,9.8798,19.8046,31.315,78.0884,123.5877,232.6683,3.1778,10.6557,19.042,48.684,79.122,174.3923,242.7,239.9402,245.4598,244.41,239.6988,249.1212,232.9149,265.8422,249.3786,246.3275,226.1336,266.5213,293.5401,256.7283,219.9165,298.3427,406.3822,190.3033,5.2008,6.1746,6.8805,8.108,8.4946,8.4203,147.496,263.5248,-19.8351,2.5722,-17.2629,23.1563,23.617,-5.2453,40.8903,226.512,-25770063.7681,224202300.0
2008-02-26,237.8,8608000.0,BIDU,241.0667,242.62,245.5643,245.2066,253.7916,294.9432,239.9683,241.254,242.7718,246.2726,248.3795,267.5453,238.1178,238.928,239.635,236.4946,233.0284,247.9957,244.7315,246.3368,250.3825,266.4654,264.3929,282.0855,17.4968,29.4327,33.7271,36.3624,37.8536,42.6106,53.2615,29.099,24.0112,25.0937,22.2862,17.041,-4.9,-8.95,-26.7,-15.6923,-61.67,-142.78,-100.0,-140.1888,-109.7753,-85.4781,-93.3635,-86.5832,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,-65.0065,-41.1346,-32.5458,-27.2752,-24.2929,-14.7788,0.9798,0.9637,0.8991,0.9381,0.7941,0.6248,100.0,0.0,100.0,0.0,100.0,0.0,50.0,14.2857,0.0,42.8571,71.4286,7.1429,74.0135,46.6685,35.6947,27.8526,24.8924,15.9243,35.9163,31.6996,30.2312,29.8405,29.5604,27.7302,5.3636,11.5266,14.3265,16.839,17.777,20.1117,14.1865,23.4437,34.4414,80.1107,125.3026,234.7286,2.1186,8.5246,16.3217,45.2065,75.3543,170.2401,241.0667,235.6854,246.448,242.62,236.2992,248.9408,232.9626,258.166,245.5643,245.2066,224.9859,265.4273,286.0543,253.7916,221.5289,294.9432,401.3917,188.4946,5.5367,6.22,6.8441,8.0639,8.4882,8.4752,148.0748,263.2675,-19.265,2.2805,-16.9845,31.3168,26.6896,-4.6873,47.273,227.0513,-22089442.8395,215594300.0
2008-02-27,258.85,11409500.0,BIDU,245.8867,244.95,245.5286,247.2673,252.2454,291.5903,248.86,246.664,246.0932,248.0918,248.8393,265.8666,253.073,249.1779,247.1731,240.4471,235.3697,247.4433,246.7652,247.2618,250.4213,265.9526,264.2442,280.5427,78.5471,66.09,58.3401,46.9209,44.3206,45.4911,47.3439,26.2426,21.2562,24.0404,21.8865,16.8912,14.46,11.65,-0.25,28.85,-32.47,-140.82,100.0,141.3991,112.6913,44.6302,-4.0109,-60.4217,0.9292,0.9292,0.9292,0.9292,0.9292,0.9292,57.0941,32.18,16.6803,-6.1583,-11.3589,-9.0179,1.0592,1.0471,0.999,1.1254,0.8885,0.6477,66.6667,100.0,80.0,100.0,85.7143,14.2857,42.8571,7.1429,0.0,38.0952,69.0476,4.7619,35.5086,14.8172,4.7261,10.3474,13.8908,10.7527,19.218,22.8595,24.4925,27.332,27.9749,26.9831,40.3807,30.8121,26.9224,22.2061,21.151,21.7437,9.4577,18.7549,29.5212,74.3885,119.3358,229.1398,19.8724,25.2796,32.45,60.4375,90.226,184.6467,245.8867,227.3673,264.406,244.95,230.3834,259.5166,233.08,257.9771,245.5286,247.2673,227.7992,266.7354,279.957,252.2454,224.5339,291.5903,393.4032,189.7775,6.3373,6.3392,6.652,7.5103,7.8475,7.8111,148.6506,263.2233,-18.3908,3.4971,-14.8937,52.7701,35.7477,-3.6847,56.5326,227.5,-12215837.0703,227003800.0
2008-02-28,253.0,8026100.0,BIDU,249.8833,247.01,246.4214,248.7459,251.4021,287.8713,252.4167,249.3473,247.9611,248.8561,248.9079,264.0717,253.8686,251.5581,249.5837,242.2871,236.4834,246.4343,247.3426,247.5945,250.4859,265.4393,264.0739,278.3743,60.0297,55.9869,52.0701,44.7012,43.0144,44.8502,47.8528,26.1158,20.0892,22.7532,21.3703,16.7121,11.99,10.3,6.25,20.7,-17.71,-156.2,68.6704,104.9417,145.8156,71.6312,31.9733,-51.0661,-0.4715,-0.4715,-0.4715,-0.4715,-0.4715,-0.4715,20.0595,11.9737,4.1403,-10.5977,-13.9712,-10.2996,1.0497,1.0424,1.0253,1.0891,0.9346,0.6183,33.3333,100.0,60.0,100.0,71.4286,0.0,35.7143,0.0,0.0,33.3333,66.6667,2.381,48.8706,25.6082,13.0872,6.0201,11.0476,9.3691,13.7132,19.0392,21.7233,25.9782,27.0966,26.5611,39.928,32.1471,28.2654,23.028,21.7052,22.0104,6.3051,15.004,25.3039,69.075,113.6531,223.6841,18.3582,25.3337,32.9243,61.2305,91.0395,185.3604,249.8833,232.1399,267.6268,247.01,231.4214,262.5986,232.9002,259.9427,246.4214,248.7459,230.9794,266.5123,277.8644,251.4021,224.9398,287.8713,383.4486,192.294,6.0578,6.2297,6.5772,7.507,7.8946,7.9254,149.2229,263.1211,-17.4231,3.8706,-13.5525,68.3108,50.7992,-3.1913,58.3804,227.5,-19425310.3429,218977700.0
2008-02-29,251.33,6871300.0,BIDU,254.3933,248.398,247.0114,249.9901,251.0183,284.3584,253.14,250.7873,249.1882,249.2007,248.9014,262.3721,252.5978,251.8484,250.4226,243.4439,237.2505,245.3794,247.8301,247.7201,250.499,264.994,263.9645,276.3624,54.5255,53.0908,50.2707,44.0604,42.6378,44.6662,39.5238,23.5689,18.0359,21.7457,20.953,16.556,13.53,6.94,4.13,17.42,-8.06,-147.54,-36.0885,46.5987,67.1708,30.3435,10.3695,-55.5197,-0.5635,-0.5635,-0.5635,-0.5635,-0.5635,-0.5635,9.0509,6.1815,0.5415,-11.8793,-14.7245,-10.6676,1.0569,1.0284,1.0167,1.0745,0.9689,0.6301,0.0,66.6667,40.0,80.0,57.1429,85.7143,28.5714,78.5714,9.5238,28.5714,64.2857,0.0,22.866,13.3812,5.716,8.6474,12.6076,10.1521,18.8493,21.165,22.8909,26.3103,27.2774,26.6566,30.0249,27.7043,25.6664,22.1221,21.1694,21.743,7.6834,15.4832,25.169,67.6211,111.7211,221.8383,12.2388,20.267,28.2208,56.8569,86.7043,180.9471,254.3933,247.9448,260.8418,248.398,232.754,264.042,233.0525,260.9704,247.0114,249.9901,234.2271,265.7532,277.2387,251.0183,224.7979,284.3584,374.0213,194.6956,5.4062,5.8214,6.2497,7.3044,7.7601,7.8838,149.7918,263.0032,-16.4346,3.9541,-12.4805,75.0445,65.3751,-2.7278,53.7024,228.0294,-22925527.4546,212106400.0
2008-03-03,240.52,6929700.0,BIDU,248.2833,248.3,246.7,249.5479,249.1407,280.8041,246.2033,248.1613,247.5654,247.938,247.947,260.3331,243.8557,245.9143,246.2218,241.7625,236.1247,243.4511,244.5812,247.6834,250.4145,264.721,262.9267,273.6647,28.845,37.4262,39.8667,40.0574,40.2428,43.4832,37.8911,22.7542,17.7136,21.409,20.7979,16.4652,-18.33,-0.49,-2.18,-6.192,-39.43,-149.28,-100.0,-44.7271,-26.559,-59.5243,-45.0651,-70.7267,-0.546,-0.546,-0.546,-0.546,-0.546,-0.546,-42.3101,-25.1477,-20.2666,-19.8851,-19.5144,-13.0336,0.9292,0.998,0.991,0.9749,0.8592,0.617,100.0,33.3333,20.0,60.0,42.8571,71.4286,21.4286,71.4286,4.7619,23.8095,61.9048,0.0,34.6255,19.4958,15.7795,17.0314,17.6946,12.7441,38.6483,32.1644,30.0814,29.2094,29.0575,27.5417,18.7677,21.6691,21.8819,20.7078,20.3202,21.3153,16.8023,24.0665,33.2535,74.471,118.081,228.2364,8.1592,16.2136,24.1893,52.7957,82.5755,176.6388,248.2833,237.22,259.3467,248.3,232.4671,264.1329,232.2805,261.1195,246.7,249.5479,233.1087,265.987,272.27,249.1407,226.0114,280.8041,365.1432,196.4651,6.0251,6.2218,6.5658,7.5716,8.0455,8.2034,150.3568,262.7784,-15.6198,3.2591,-12.3607,54.693,66.0161,-2.4218,50.7456,228.5535,-27006823.1602,205176700.0
