date,close,volume,ticker,SMA 3,SMA 5,SMA 7,SMA 14,SMA 21,SMA 42,WMA 3,WMA 5,WMA 7,WMA 14,WMA 21,WMA 42,DEMA 3,DEMA 5,DEMA 7,DEMA 14,DEMA 21,DEMA 42,KAMA 3,KAMA 5,KAMA 7,KAMA 14,KAMA 21,KAMA 42,RSI 3,RSI 5,RSI 7,RSI 14,RSI 21,RSI 42,ADX 3,ADX 5,ADX 7,ADX 14,ADX 21,ADX 42,MOM 3,MOM 5,MOM 7,MOM 14,MOM 21,MOM 42,CCI 3,CCI 5,CCI 7,CCI 14,CCI 21,CCI 42,BOP 3,BOP 5,BOP 7,BOP 14,BOP 21,BOP 42,CMO 3,CMO 5,CMO 7,CMO 14,CMO 21,CMO 42,ROCR 3,ROCR 5,ROCR 7,ROCR 14,ROCR 21,ROCR 42,Aroon Up 3,Aroon Down 3,Aroon Up 5,Aroon Down 5,Aroon Up 7,Aroon Down 7,Aroon Down 14,Aroon Up 14,Aroon Up 21,Aroon Down 21,Aroon Up 42,Aroon Down 42,DX 3,DX 5,DX 7,DX 14,DX 21,DX 42,MINUS_DI 3,MINUS_DI 5,MINUS_DI 7,MINUS_DI 14,MINUS_DI 21,MINUS_DI 42,PLUS_DI 3,PLUS_DI 5,PLUS_DI 7,PLUS_DI 14,PLUS_DI 21,PLUS_DI 42,MINUS_DM 3,MINUS_DM 5,MINUS_DM 7,MINUS_DM 14,MINUS_DM 21,MINUS_DM 42,PLUS_DM 3,PLUS_DM 5,PLUS_DM 7,PLUS_DM 14,PLUS_DM 21,PLUS_DM 42,Real Lower Band 3,Real Upper Band 3,Real Middle Band 3,Real Lower Band 5,Real Middle Band 5,Real Upper Band 5,Real Upper Band 7,Real Lower Band 7,Real Middle Band 7,Real Middle Band 14,Real Upper Band 14,Real Lower Band 14,Real Lower Band 21,Real Upper Band 21,Real Middle Band 21,Real Lower Band 42,Real Upper Band 42,Real Middle Band 42,NATR 3,NATR 5,NATR 7,NATR 14,NATR 21,NATR 42,MAMA,FAMA,MACD_Signal,MACD_Hist,MACD,SlowK,SlowD,PPO,ULTOSC,SAR,Chaikin A/D,OBV
2006-03-17,9.4302,2022202.0,AZM.MI,9.2267,9.1394,8.9376,8.6155,8.5363,7.9821,9.2865,9.2208,9.1123,8.8222,8.6803,8.3181,9.4022,9.3724,9.3178,9.1533,9.0684,8.8594,8.9442,8.9572,8.809,8.4306,8.5231,8.455,86.2771,80.9392,77.705,72.9616,71.1399,67.2412,87.0778,68.8217,59.7555,49.6868,43.2352,24.7524,0.2143,0.8573,1.0437,1.0064,1.5655,2.3855,100.0,120.8553,93.3141,138.8527,197.8048,161.7759,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,72.5541,61.8785,55.41,45.9231,42.2799,34.4825,1.0233,1.1,1.1244,1.1195,1.1991,1.3386,100.0,0.0,100.0,0.0,100.0,0.0,21.4286,100.0,100.0,0.0,100.0,0.0,95.5593,86.3535,79.2173,66.2948,60.1393,46.619,0.8654,2.7678,4.2891,7.2523,8.8258,12.7235,38.1127,37.7964,36.9868,35.7813,35.4573,34.947,0.0082,0.0448,0.0968,0.3085,0.5294,1.3601,0.3598,0.6117,0.8347,1.5218,2.1268,3.7357,8.926,9.5275,9.2267,8.7286,9.1394,9.5502,9.6793,8.1959,8.9376,8.6155,9.4877,7.7432,7.7856,9.2869,8.5363,6.7083,9.2558,7.9821,3.337,3.4325,3.4188,3.2216,3.0289,2.699,6.39,3.8616,0.3323,0.0662,0.3985,89.1235,88.6461,3.6821,61.5506,8.1234,12747887.4356,38187165.0
2006-03-20,9.5793,2285080.0,AZM.MI,9.396,9.2951,9.1213,8.7047,8.5966,8.0373,9.4628,9.3674,9.2728,8.9507,8.7751,8.3924,9.5708,9.5424,9.4895,9.3075,9.2013,8.9607,9.2264,9.115,9.0473,8.5563,8.6087,8.5472,89.8642,83.8517,80.1809,74.6167,72.4189,68.0596,90.9585,73.7899,63.8165,51.5057,44.4069,25.411,0.5078,0.7781,1.2859,1.2487,1.2673,2.3203,100.0,147.0983,154.8956,156.7227,215.6348,191.2438,0.0645,0.0645,0.0645,0.0645,0.0645,0.0645,79.7284,67.7035,60.3619,49.2334,44.8377,36.1192,1.056,1.0884,1.1551,1.1499,1.1525,1.3196,100.0,0.0,100.0,0.0,100.0,0.0,14.2857,100.0,100.0,42.8571,100.0,4.7619,98.72,93.6626,88.1825,75.151,67.8398,52.4135,0.441,1.8856,3.2663,6.2879,7.9797,12.0254,68.4643,57.6222,52.0132,44.3209,41.6448,38.5159,0.0054,0.0358,0.083,0.2864,0.5042,1.3277,0.8456,1.0951,1.3212,2.0189,2.6313,4.2525,9.0653,9.7267,9.396,8.9275,9.2951,9.6626,9.7641,8.4785,9.1213,8.7047,9.6902,7.7192,7.7326,9.4606,8.5966,6.6943,9.3802,8.0373,4.2978,3.9679,3.7881,3.3966,3.1409,2.7442,6.4219,3.8744,0.352,0.0789,0.4309,83.5018,87.2496,4.3016,56.4802,8.2279,11421008.1044,40472245.0
2006-03-21,9.3184,1170572.0,AZM.MI,9.4426,9.3156,9.2278,8.7832,8.6357,8.0912,9.424,9.3752,9.322,9.0325,8.8407,8.452,9.4194,9.4771,9.4776,9.3632,9.269,9.0304,9.2298,9.1185,9.0811,8.6192,8.6382,8.6073,53.2948,62.8453,65.3613,66.8988,66.9659,65.1422,77.7912,71.4253,63.8499,52.2389,45.0754,25.9397,0.1398,0.1025,0.7455,1.0996,0.82,2.2644,-21.5403,36.7734,64.7801,98.8639,137.736,154.8034,-0.8163,-0.8163,-0.8163,-0.8163,-0.8163,-0.8163,6.5896,25.6906,30.7225,33.7976,33.9319,30.2845,1.0152,1.0111,1.087,1.1338,1.0965,1.321,66.6667,0.0,80.0,0.0,85.7143,0.0,7.1429,92.8571,95.2381,38.0952,97.619,2.381,51.4567,61.9672,64.0502,61.7711,58.4456,47.6156,14.1158,10.4057,9.4222,9.4532,10.1516,13.1126,44.0417,44.3139,42.9963,40.0027,38.7078,36.9505,0.1807,0.2057,0.2482,0.443,0.6572,1.4732,0.5637,0.8761,1.1325,1.8747,2.506,4.1512,9.2288,9.6563,9.4426,8.9566,9.3156,9.6745,9.6949,8.7608,9.2278,8.7832,9.7765,7.7899,7.7203,9.551,8.6357,6.7288,9.4536,8.0912,4.5788,4.2432,4.0379,3.5923,3.3084,2.8706,6.4509,3.8873,0.3677,0.0628,0.4305,64.5022,79.0425,4.6881,50.7736,8.3906,10441583.385,39301673.0
2006-03-22,9.2904,574825.0,AZM.MI,9.396,9.3593,9.2977,8.8711,8.6783,8.1447,9.3479,9.3668,9.3376,9.1001,8.9002,8.5078,9.3353,9.4149,9.4487,9.3973,9.3205,9.0918,9.2338,9.1276,9.0977,8.6901,8.6698,8.6596,50.0226,60.8048,63.885,66.1096,66.4033,64.8371,59.7295,65.8272,61.8552,52.3491,45.442,26.3856,-0.1398,0.219,0.4892,1.23,0.8946,2.2457,-87.1417,-43.3289,-6.9724,64.1206,95.2738,130.9122,-0.4583,-0.4583,-0.4583,-0.4583,-0.4583,-0.4583,0.0452,21.6096,27.77,32.2193,32.8066,29.6743,0.9852,1.0241,1.0556,1.1526,1.1065,1.3188,33.3333,0.0,60.0,0.0,71.4286,0.0,0.0,85.7143,90.4762,33.3333,95.2381,0.0,23.606,43.4346,49.8872,53.7809,52.775,44.6693,21.5674,15.3108,13.0796,11.4352,11.5463,13.8498,34.8961,38.8241,39.1209,38.0473,37.3529,36.2121,0.2323,0.2764,0.3245,0.5232,0.7378,1.5499,0.3758,0.7009,0.9707,1.7408,2.3867,4.0524,9.1358,9.6562,9.396,9.0873,9.3593,9.6314,9.6088,8.9866,9.2977,8.8711,9.8092,7.933,7.7289,9.6276,8.6783,6.7745,9.5148,8.1447,3.8641,3.8862,3.8154,3.5177,3.275,2.868,6.4793,3.9002,0.3788,0.0443,0.4231,40.3691,62.791,4.5124,51.0814,8.5387,10489494.0361,38726848.0
2006-03-23,8.9782,1262412.0,AZM.MI,9.1957,9.3193,9.2638,8.9366,8.7064,8.1881,9.139,9.2398,9.2578,9.1144,8.9275,8.5465,9.0689,9.2,9.286,9.3434,9.3086,9.1198,9.1202,9.1225,9.0939,8.7067,8.6776,8.6766,24.6634,41.8444,49.363,57.898,60.4498,61.5407,49.4126,53.4283,55.612,51.0869,45.1286,26.6429,-0.601,-0.2003,-0.2376,0.9179,0.5917,1.8217,-100.0,-119.9169,-93.9147,24.3742,54.9253,102.4334,-0.7264,-0.7264,-0.7264,-0.7264,-0.7264,-0.7264,-50.6731,-16.3113,-1.2741,15.796,20.8996,23.0814,0.9373,0.9782,0.9742,1.1139,1.0706,1.2546,0.0,100.0,40.0,100.0,57.1429,0.0,0.0,78.5714,85.7143,28.5714,92.8571,0.0,28.779,3.8329,18.153,34.6783,38.8602,37.1894,37.3833,26.7948,21.9928,16.5319,15.2118,15.8622,20.6748,28.9306,31.7484,34.085,34.549,34.6458,0.453,0.5193,0.5764,0.784,1.0008,1.8112,0.2505,0.5607,0.832,1.6164,2.273,3.9559,8.8873,9.504,9.1957,8.9223,9.3193,9.7163,9.6468,8.8808,9.2638,8.9366,9.7602,8.113,7.7583,9.6546,8.7064,6.8305,9.5456,8.1881,4.4992,4.3172,4.1698,3.7729,3.4894,3.028,6.5043,3.9133,0.3805,0.0071,0.3876,22.4768,42.4493,4.4402,43.1865,8.6734,9774918.7944,37464436.0
2006-03-24,8.941,747212.0,AZM.MI,9.0699,9.2214,9.2451,8.9583,8.7379,8.2323,9.0116,9.1137,9.1771,9.115,8.9488,8.5815,8.9517,9.0592,9.1589,9.287,9.2896,9.1415,9.0405,9.0876,9.0912,8.7109,8.6854,8.6913,22.6101,39.9831,47.8475,56.9876,59.7777,61.1603,42.5348,43.5092,50.2607,49.9148,44.8301,26.894,-0.3774,-0.4892,-0.1305,0.3028,0.6616,1.859,-82.2365,-99.944,-115.8665,-1.3564,32.7925,85.8005,-0.0303,-0.0303,-0.0303,-0.0303,-0.0303,-0.0303,-54.7798,-20.0337,-4.3049,13.9752,19.5555,22.3206,0.9595,0.9481,0.9856,1.0351,1.0799,1.2625,0.0,66.6667,20.0,80.0,42.8571,85.7143,0.0,71.4286,80.9524,23.8095,90.4762,0.0,28.779,3.8329,18.153,34.6783,38.8602,37.1894,31.4061,24.3772,20.5838,15.9742,14.8475,15.6464,17.3691,26.3204,29.7144,32.935,33.7215,34.1744,0.302,0.4154,0.494,0.728,0.9531,1.7681,0.167,0.4486,0.7132,1.501,2.1648,3.8617,8.7565,9.3832,9.0699,8.7481,9.2214,9.6947,9.6737,8.8165,9.2451,8.9583,9.7651,8.1514,7.8048,9.6711,8.7379,6.9009,9.5637,8.2323,3.5852,3.8121,3.8347,3.6408,3.419,3.0092,6.5286,3.9263,0.3749,-0.0225,0.3524,14.2665,25.7041,4.4744,42.3133,8.7961,9571107.1966,36717224.0
2006-03-27,9.0388,1367641.0,AZM.MI,8.986,9.1133,9.2252,9.0068,8.7708,8.2734,8.9961,9.0528,9.1255,9.1257,8.9762,8.6191,8.9931,9.0378,9.1166,9.263,9.288,9.1696,9.0403,9.0751,9.0902,8.7287,8.6963,8.7092,41.7149,47.6262,52.329,58.818,60.9735,61.7953,36.2201,40.1262,47.6802,49.2643,44.7418,27.1952,-0.2516,-0.5405,-0.1398,0.6802,0.6896,1.7239,38.1302,-44.2821,-68.6918,9.5628,43.7259,94.401,0.2683,0.2683,0.2683,0.2683,0.2683,0.2683,-16.5703,-4.7476,4.658,17.636,21.947,23.5906,0.9729,0.9436,0.9848,1.0814,1.0826,1.2357,0.0,100.0,0.0,100.0,28.5714,100.0,7.1429,64.2857,76.1905,19.0476,88.0952,0.0,23.5907,26.5941,32.197,40.8076,42.9759,39.5469,19.6789,19.0413,17.3598,14.6514,13.9742,15.1226,31.8303,32.8382,33.8467,34.853,35.0375,34.9083,0.2013,0.3323,0.4234,0.676,0.9078,1.726,0.3257,0.5732,0.8256,1.6081,2.276,3.9841,8.9053,9.0666,8.986,8.7947,9.1133,9.432,9.6767,8.7736,9.2252,9.0068,9.7422,8.2715,7.8462,9.6954,8.7708,6.9514,9.5953,8.2734,3.7732,3.862,3.8551,3.6461,3.4222,3.0064,6.5537,3.9395,0.3656,-0.0371,0.3286,11.5179,16.0871,4.853,41.5917,10.0359,9404326.9474,38084865.0
2006-03-28,9.2438,1592782.0,AZM.MI,9.0745,9.0984,9.1985,9.0681,8.8098,8.316,9.125,9.0963,9.1301,9.1573,9.0192,8.6642,9.1686,9.1423,9.1777,9.2919,9.3201,9.2136,9.0984,9.0779,9.0945,8.7641,8.7166,8.7377,67.1778,60.7246,60.6035,62.4256,63.3691,63.0903,32.9849,37.6977,45.5932,48.6879,44.6702,27.4929,0.2656,-0.0746,-0.1864,0.8573,0.82,1.7891,100.0,44.0866,-22.5692,27.0131,56.652,104.6096,0.7719,0.7719,0.7719,0.7719,0.7719,0.7719,34.3556,21.4493,21.207,24.8512,26.7382,26.1806,1.0296,0.992,0.9802,1.1022,1.0973,1.24,0.0,66.6667,0.0,80.0,14.2857,85.7143,0.0,57.1429,71.4286,14.2857,85.7143,7.1429,26.5147,27.9839,33.0709,41.1952,43.2376,39.6981,14.1641,15.9984,15.4032,13.7962,13.399,14.7705,24.3854,28.4317,30.6252,33.1259,33.812,34.2181,0.1342,0.2659,0.363,0.6277,0.8645,1.6849,0.2311,0.4725,0.7216,1.5072,2.1816,3.9032,8.8221,9.3269,9.0745,8.8145,9.0984,9.3824,9.6196,8.7775,9.1985,9.0681,9.7252,8.411,7.8779,9.7418,8.8098,6.987,9.645,8.316,3.4174,3.5957,3.6416,3.5158,3.3238,2.9381,6.5806,3.9527,0.357,-0.0345,0.3225,32.261,19.3485,5.1492,40.4327,10.0243,10717631.422,39677647.0
2006-03-29,9.4581,884569.0,AZM.MI,9.2469,9.132,9.1812,9.1513,8.8635,8.3675,9.3168,9.2162,9.195,9.2093,9.0781,8.7173,9.392,9.3191,9.3099,9.3661,9.3833,9.2731,9.2583,9.0904,9.1004,8.8358,8.7576,8.7882,80.5221,70.3991,67.4869,65.7988,65.6816,64.3833,43.3869,40.1127,45.8703,48.6335,44.8213,27.8479,0.5172,0.1677,-0.1211,1.1648,1.1275,2.1665,100.0,141.3615,81.4602,75.4479,82.3969,124.4517,0.825,0.825,0.825,0.825,0.825,0.825,61.0441,40.7982,34.9737,31.5976,31.3632,28.7666,1.0578,1.0181,0.9874,1.1404,1.1353,1.2971,100.0,33.3333,100.0,60.0,0.0,71.4286,0.0,50.0,66.6667,9.5238,83.3333,4.7619,64.1909,49.7725,47.5331,47.9263,47.8445,42.4037,8.9085,12.4954,13.0035,12.6778,12.6328,14.2921,40.8468,37.2598,36.5648,36.0139,35.81,35.3365,0.0895,0.2127,0.3111,0.5829,0.8234,1.6447,0.4103,0.6343,0.8748,1.6558,2.334,4.0665,8.9045,9.5893,9.2469,8.7445,9.132,9.5195,9.5442,8.8183,9.1812,9.1513,9.6767,8.6259,7.9184,9.8087,8.8635,7.0334,9.7017,8.3675,3.5402,3.5996,3.6136,3.4722,3.2815,2.897,6.6094,3.966,0.3518,-0.0206,0.3312,60.2612,34.68,5.2837,46.9247,10.0127,11292590.5925,40562216.0
2006-03-30,9.5047,366208.0,AZM.MI,9.4022,9.2373,9.2079,9.2178,8.9248,8.4208,9.4457,9.3404,9.2759,9.2564,9.1364,8.7702,9.4994,9.439,9.4139,9.4351,9.4442,9.3318,9.3678,9.2356,9.1141,8.8918,8.809,8.8406,82.802,72.2561,68.8664,66.5028,66.1691,64.659,51.5224,42.5684,46.3729,48.6485,44.9957,28.2036,0.4659,0.5265,0.1864,0.9318,1.2859,2.2364,76.8509,100.5946,117.3408,90.056,90.2475,128.4965,0.2083,0.2083,0.2083,0.2083,0.2083,0.2083,65.604,44.5123,37.7329,33.0057,32.3382,29.318,1.0515,1.0586,1.02,1.1087,1.1565,1.3077,100.0,0.0,100.0,40.0,0.0,57.1429,0.0,42.8571,61.9048,4.7619,80.9524,2.381,67.7933,52.3913,49.3888,48.8435,48.483,42.7862,6.6783,10.7328,11.7248,12.0467,12.1935,14.0132,34.793,34.3548,34.608,35.0508,35.1442,34.9721,0.0597,0.1702,0.2667,0.5412,0.7842,1.6056,0.3108,0.5447,0.7871,1.5748,2.2601,4.007,9.175,9.6294,9.4022,8.7923,9.2373,9.6823,9.6297,8.786,9.2079,9.2178,9.6633,8.7724,7.9881,9.8615,8.9248,7.0879,9.7537,8.4208,3.1329,3.3361,3.4183,3.3764,3.2219,2.8702,6.6384,3.9793,0.3491,-0.0111,0.3379,84.4401,58.9874,5.0429,53.1429,10.0013,11475694.5925,40928424.0
2006-03-31,9.6165,647316.0,AZM.MI,9.5265,9.3724,9.2544,9.2761,8.9989,8.4774,9.5529,9.4668,9.3781,9.3096,9.1993,8.8258,9.6114,9.5617,9.527,9.516,9.5145,9.3958,9.4784,9.4049,9.147,8.9449,8.885,8.9016,87.9007,76.6507,72.1727,68.195,67.3383,65.319,58.9277,45.381,47.2252,48.7636,45.2082,28.5646,0.3727,0.6756,0.3261,0.8153,1.5562,2.3762,96.4304,88.6682,106.211,103.0587,98.7005,130.5128,0.8636,0.8636,0.8636,0.8636,0.8636,0.8636,75.8015,53.3015,44.3454,36.39,34.6766,30.638,1.0403,1.0756,1.0351,1.0926,1.1931,1.3282,100.0,0.0,100.0,20.0,100.0,42.8571,0.0,35.7143,57.1429,0.0,78.5714,0.0,73.7383,56.6313,52.3391,50.2589,49.4577,43.3641,4.9681,9.2395,10.6091,11.4825,11.7986,13.761,32.8674,33.3694,33.91,34.6865,34.8893,34.8335,0.0398,0.1361,0.2286,0.5026,0.7468,1.5674,0.2631,0.4917,0.7306,1.5182,2.2084,3.9675,9.3935,9.6594,9.5265,8.9603,9.3724,9.7845,9.7651,8.7438,9.2544,9.2761,9.7011,8.851,8.102,9.8957,8.9989,7.148,9.8068,8.4774,2.7749,3.0642,3.2004,3.2511,3.1343,2.82,6.6682,3.9928,0.3489,-0.0006,0.3483,93.9638,79.555,4.9459,56.483,9.99,12123010.5925,41575740.0
2006-04-03,9.7843,732319.0,AZM.MI,9.6352,9.5215,9.3696,9.3167,9.081,8.5338,9.6818,9.6041,9.5105,9.3774,9.2707,8.8866,9.7665,9.7155,9.6696,9.6203,9.6025,9.4696,9.6143,9.5735,9.3886,8.9874,8.9782,8.9709,92.7421,81.9975,76.5337,70.5946,69.0244,66.2865,69.3852,51.1618,49.9676,49.4219,45.6732,28.9978,0.3261,0.7455,0.806,0.5684,1.7239,2.3715,100.0,134.6057,127.4028,155.8457,137.9242,149.3282,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,85.4843,63.9949,53.0674,41.1892,38.0488,32.573,1.0345,1.0825,1.0898,1.0617,1.2139,1.3199,100.0,0.0,100.0,0.0,100.0,28.5714,0.0,28.5714,52.381,0.0,76.1905,0.0,90.3002,74.2849,66.4214,57.9797,54.9735,46.7614,3.0183,7.1485,8.94,10.5846,11.1603,13.3471,59.2152,48.4488,44.3081,39.7938,38.4117,36.7935,0.0265,0.1089,0.1959,0.4667,0.7113,1.53,0.5202,0.7381,0.971,1.7545,2.448,4.2178,9.4054,9.8649,9.6352,9.1643,9.5215,9.8787,9.9393,8.7999,9.3696,9.3167,9.8135,8.8199,8.2283,9.9336,9.081,7.1887,9.8789,8.5338,2.9928,3.1141,3.1996,3.2188,3.1017,2.7896,6.6993,4.0063,0.3523,0.0135,0.3658,91.1484,89.8508,4.8623,59.7793,9.9788,12060228.8447,42308059.0
2006-04-04,9.6818,422035.0,AZM.MI,9.6942,9.6091,9.4754,9.3603,9.1306,8.5855,9.7051,9.6575,9.5886,9.426,9.3253,8.94,9.7328,9.7346,9.7122,9.676,9.6589,9.5281,9.6223,9.5979,9.4729,9.0274,9.019,9.0196,67.854,69.7899,68.8419,67.2552,66.8113,65.1488,71.8388,54.4055,51.6718,49.8823,46.0481,29.4034,0.1771,0.438,0.7408,0.6104,1.0437,2.1712,28.2618,68.8663,88.509,113.5004,117.1519,132.7112,-0.3125,-0.3125,-0.3125,-0.3125,-0.3125,-0.3125,35.7079,39.5797,37.6838,34.5104,33.6226,30.2975,1.0186,1.0474,1.0829,1.0673,1.1208,1.2891,66.6667,0.0,80.0,0.0,85.7143,14.2857,57.1429,21.4286,47.619,0.0,73.8095,4.7619,76.7462,67.3807,61.8973,55.8676,53.5472,46.0339,5.1624,7.5858,8.9994,10.5024,11.0766,13.2439,39.2377,38.9255,38.238,37.0924,36.6131,35.8385,0.0456,0.1151,0.1959,0.4613,0.7053,1.5216,0.3468,0.5905,0.8323,1.6292,2.3314,4.1174,9.5561,9.8323,9.6942,9.3729,9.6091,9.8452,9.9555,8.9954,9.4754,9.3603,9.8703,8.8503,8.2654,9.9959,9.1306,7.2348,9.9362,8.5855,3.0429,3.1336,3.2115,3.2405,3.1319,2.8253,6.7291,4.0199,0.3553,0.0119,0.3672,82.3568,89.1563,4.5302,57.7924,9.9677,11849197.191,41886024.0
2006-04-05,9.7377,638736.0,AZM.MI,9.7346,9.665,9.5753,9.4002,9.1963,8.6337,9.7268,9.7004,9.6541,9.4764,9.3805,8.9936,9.7536,9.7682,9.7587,9.7319,9.7155,9.5867,9.6319,9.6216,9.5473,9.0648,9.0896,9.0654,73.6415,72.5739,70.7149,68.1405,67.4098,65.4798,73.4746,57.0006,53.1326,50.3098,46.4052,29.7994,0.1211,0.2796,0.6989,0.5591,1.3791,2.0221,-28.5662,49.7941,73.9066,100.3911,110.8286,125.9592,-0.0323,-0.0323,-0.0323,-0.0323,-0.0323,-0.0323,47.283,45.1477,41.4298,36.281,34.8196,30.9597,1.0126,1.0296,1.0773,1.0609,1.165,1.2621,33.3333,0.0,60.0,0.0,71.4286,0.0,50.0,14.2857,42.8571,4.7619,71.4286,2.381,76.7462,67.3807,61.8973,55.8676,53.5472,46.0339,3.4641,6.1273,7.7927,9.8077,10.573,12.9114,26.3295,31.4413,33.1111,34.639,34.9484,34.9386,0.0304,0.0921,0.1679,0.4283,0.6717,1.4853,0.2312,0.4724,0.7134,1.5128,2.2204,4.0194,9.6508,9.8184,9.7346,9.4694,9.665,9.8606,9.923,9.2275,9.5753,9.4002,9.9341,8.8664,8.3669,10.0258,9.1963,7.2664,10.0009,8.6337,3.0058,3.0858,3.1607,3.2037,3.1069,2.8128,6.7592,4.0336,0.3579,0.0106,0.3686,70.4165,81.3072,4.0492,58.0714,9.9613,11787351.219,42524760.0
2006-04-06,9.542,875934.0,AZM.MI,9.6538,9.6724,9.6179,9.4082,9.2513,8.6778,9.6305,9.6594,9.6458,9.4953,9.4119,9.0358,9.608,9.6711,9.6979,9.7252,9.7284,9.6225,9.6115,9.6208,9.5469,9.0694,9.121,9.0912,37.8584,51.7215,56.7784,61.839,63.2204,63.3232,52.7559,52.883,51.621,50.1077,46.483,30.1209,-0.2423,0.0373,0.2982,0.1118,1.1555,1.8544,-100.0,-43.5233,13.4973,60.6402,83.0364,107.7288,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-24.2831,3.443,13.5568,23.6779,26.4408,26.6464,0.9752,1.0039,1.0323,1.0119,1.1378,1.2412,0.0,100.0,40.0,0.0,57.1429,0.0,42.8571,7.1429,38.0952,0.0,69.0476,0.0,11.3183,36.4128,42.5517,47.4804,48.0377,43.3003,12.8154,11.1868,11.1027,11.2971,11.5553,13.3801,16.0866,23.9989,27.5503,31.7234,32.9204,33.8162,0.1228,0.1762,0.2464,0.5003,0.7423,1.5525,0.1541,0.3779,0.6115,1.4048,2.1147,3.9237,9.4892,9.8184,9.6538,9.5004,9.6724,9.8445,9.8449,9.3908,9.6179,9.4082,9.9469,8.8695,8.4939,10.0088,9.2513,7.3158,10.0398,8.6778,3.3471,3.3005,3.3228,3.3149,3.2057,2.8952,6.7871,4.0474,0.3563,-0.0065,0.3498,51.1419,67.9717,3.6708,48.5527,9.9504,11086632.2189,41648826.0
2006-04-07,9.5699,364890.0,AZM.MI,9.6165,9.6631,9.6338,9.4075,9.3121,8.7257,9.5886,9.6252,9.6338,9.5168,9.4409,9.0773,9.5761,9.6291,9.6662,9.724,9.7424,9.6575,9.6076,9.6201,9.5475,9.0717,9.1582,9.1211,43.7178,54.0773,58.1527,62.3742,63.5601,63.4991,38.9433,49.589,50.3254,49.92,46.557,30.4346,-0.1118,-0.0466,0.1118,-0.0093,1.2766,2.0128,-74.0756,-103.9308,-32.5737,52.2583,68.7939,98.115,-0.0417,-0.0417,-0.0417,-0.0417,-0.0417,-0.0417,-12.5643,8.1547,16.3055,24.7484,27.1201,26.9982,0.9885,0.9952,1.0118,0.999,1.1539,1.2663,0.0,100.0,20.0,0.0,42.8571,0.0,35.7143,0.0,33.3333,0.0,66.6667,11.9048,11.3183,36.4128,42.5517,47.4804,48.0377,43.3003,9.492,9.5002,9.9348,10.7144,11.1478,13.121,11.9149,20.3808,24.6522,30.087,31.7594,33.1615,0.0819,0.1409,0.2112,0.4645,0.7069,1.5155,0.1028,0.3023,0.5241,1.3044,2.014,3.8302,9.4437,9.7894,9.6165,9.4756,9.6631,9.8506,9.8269,9.4408,9.6338,9.4075,9.9454,8.8696,8.677,9.9473,9.3121,7.3834,10.0681,8.7257,3.0038,3.1001,3.1736,3.236,3.1554,2.8736,6.8149,4.0612,0.3517,-0.0183,0.3334,34.0649,51.8744,3.2666,44.2101,9.9396,10934600.1575,42013716.0
2006-04-10,9.4022,485124.0,AZM.MI,9.5047,9.5867,9.6192,9.4135,9.3516,8.7657,9.4814,9.5383,9.5759,9.5161,9.4491,9.1088,9.4408,9.5107,9.5689,9.6785,9.7235,9.6738,9.5383,9.5693,9.5447,9.0746,9.1695,9.1346,23.647,39.5868,47.564,57.1903,60.065,61.6805,46.4683,43.2055,43.7193,48.4374,46.0461,30.5952,-0.3355,-0.382,-0.1025,0.0839,0.8293,1.6773,-100.0,-149.0075,-148.8787,-1.9379,15.4922,73.1295,-0.5162,-0.5162,-0.5162,-0.5162,-0.5162,-0.5162,-52.706,-20.8263,-4.872,14.3805,20.1299,23.3611,0.9656,0.961,0.9892,1.009,1.0967,1.2171,0.0,100.0,0.0,100.0,28.5714,100.0,28.5714,64.2857,28.5714,0.0,64.2857,9.5238,61.5181,17.6716,4.0828,29.163,35.8274,37.1767,32.9308,23.2805,19.5236,15.3628,14.299,14.7958,7.8458,16.2881,21.1856,28.0122,30.2652,32.3071,0.2875,0.3457,0.414,0.6643,0.9062,1.7124,0.0685,0.2419,0.4492,1.2113,1.9181,3.739,9.358,9.6515,9.5047,9.3532,9.5867,9.8202,9.859,9.3793,9.6192,9.4135,9.9492,8.8779,8.8088,9.8944,9.3516,7.4452,10.0862,8.7657,3.0954,3.1586,3.2218,3.285,3.2098,2.9308,6.8408,4.0751,0.342,-0.0387,0.3033,19.5343,34.9137,3.0708,43.6262,9.9289,10887642.922,41528592.0
